CustomerID,call_slope,call_mean,call_sd,call_first3,call_last3,call_halfratio,call_last_minus_first,call_last1,call_max,data_slope,data_mean,data_sd,data_first3,data_last3,data_halfratio,data_last_minus_first,data_last1,data_max,sms_slope,sms_mean,sms_sd,sms_first3,sms_last3,sms_halfratio,sms_last_minus_first,sms_last1,sms_max,comp_slope,comp_mean,comp_sd,comp_first3,comp_last3,comp_halfratio,comp_last_minus_first,comp_last1,comp_max
CUST_0,0.25237762237763717,492.2333333333333,50.48922118190728,500.99,488.69666666666666,0.9754619187342395,-58.129999999999995,459.99,590.26,0.21926573426573434,9.795833333333333,2.6182387793239092,9.12,11.326666666666668,1.2419590643274856,4.000000000000001,11.21,14.16,0.1258741258741266,25.0,11.683321445547923,19.333333333333332,22.0,1.1379310344827587,1.0,10.0,41.0,-0.09440559440559436,0.5833333333333334,0.6400954789890506,1.0,0.3333333333333333,0.3333333333333333,-1.0,0.0,2.0
CUST_1,-2.7041608391608145,452.0075,45.55660547147179,463.0566666666667,436.44666666666666,0.9425340311121029,-29.00999999999999,467.81,564.07,-0.14706293706293674,10.298333333333334,4.018759828050882,10.783333333333331,10.943333333333333,1.0148377125193202,-9.76,4.33,17.17,0.2972027972027962,34.583333333333336,12.459657120304536,31.333333333333332,42.333333333333336,1.3510638297872342,-7.0,40.0,47.0,0.01748251748251747,1.0833333333333333,0.8620067027323834,1.3333333333333333,1.6666666666666667,1.2500000000000002,-1.0,1.0,3.0
CUST_10,1.2611188811188931,628.3516666666668,37.64742794077116,645.7033333333334,661.15,1.023922234669172,2.9600000000000364,638.94,681.1,0.26052447552447605,8.602500000000001,4.642246447931576,5.626666666666666,9.74,1.7310426540284363,7.26,9.69,14.72,0.8356643356643354,23.083333333333332,12.874123486884674,22.0,37.333333333333336,1.696969696969697,3.0,43.0,43.0,-0.05594405594405594,1.0,0.9128709291752769,1.0,0.3333333333333333,0.3333333333333333,-2.0,0.0,3.0
CUST_100,2.170874125874143,534.5391666666667,45.356799464235664,521.39,549.7,1.05429716718771,-15.319999999999936,562.71,582.6,0.3415034965034966,9.5875,3.461199515100702,7.723333333333333,10.979999999999999,1.4216659473457056,4.99,13.78,14.55,-0.34965034965035025,29.0,11.525334413080314,25.666666666666668,24.666666666666668,0.961038961038961,-3.0,23.0,46.0,-0.07342657342657342,0.4166666666666667,0.4930066485916347,0.6666666666666666,0.0,0.0,-1.0,0.0,1.0
CUST_1000,-8.303916083916066,493.88166666666666,50.40396013432102,520.6066666666667,457.23333333333335,0.8782702232011371,-149.13000000000005,413.7,600.54,0.14695804195804185,10.914166666666668,2.234231629044362,10.183333333333334,11.36,1.1155482815057283,-2.790000000000001,11.11,13.9,0.40209790209790225,26.25,14.399797452279204,31.0,41.666666666666664,1.3440860215053763,8.0,35.0,49.0,6.123317587923158e-18,1.0,0.816496580927726,0.6666666666666666,0.6666666666666666,1.0,-1.0,0.0,2.0
CUST_1001,-1.9168531468531471,611.9316666666668,33.38187802619193,610.2133333333333,605.1033333333334,0.9916258794738454,-42.5,603.44,686.27,0.11307692307692326,9.926666666666668,2.8003581120198815,10.37,12.066666666666668,1.163612986178078,-1.2799999999999994,11.56,15.24,0.5524475524475528,27.5,10.649726131063966,17.666666666666668,25.333333333333332,1.4339622641509433,8.0,32.0,43.0,0.052447552447552455,0.4166666666666667,0.4930066485916347,0.0,0.6666666666666666,,0.0,0.0,1.0
CUST_1002,6.751993006993026,604.2441666666666,51.57892826506016,552.4899999999999,626.1733333333333,1.133365913108533,8.779999999999973,649.11,666.55,-0.07419580419580392,9.688333333333334,2.4649267512218067,9.78,9.683333333333332,0.9901158827539195,2.530000000000001,11.15,13.75,-1.7587412587412583,20.916666666666668,12.951565756909686,26.666666666666668,13.333333333333334,0.5,-36.0,3.0,42.0,2.0819554503913383e-17,0.3333333333333333,0.4714045207910317,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,1.0
CUST_1003,4.130629370629366,576.43,59.173076225594336,570.7966666666666,591.3533333333334,1.0360139921396412,121.81999999999994,636.18,648.65,0.12321678321678335,9.675,2.383507569388722,10.073333333333332,10.736666666666666,1.0658504301786897,-1.1399999999999988,8.47,15.88,-2.667832167832166,26.416666666666668,16.27092669627503,36.333333333333336,17.666666666666668,0.48623853211009177,-23.0,12.0,44.0,0.05944055944055936,0.75,0.7216878364870323,0.6666666666666666,1.0,1.5,0.0,2.0,2.0
CUST_1004,-22.492412587412584,387.65583333333325,114.58870875573018,445.83666666666664,201.56000000000003,0.4520938161210011,-219.56,231.49,520.74,-0.3981118881118881,8.733333333333334,2.695710584531573,9.450000000000001,5.026666666666666,0.5319223985890652,-3.84,5.93,13.53,-0.19930069930069794,27.75,14.8387162517517,28.333333333333332,26.333333333333332,0.9294117647058824,7.0,33.0,48.0,-0.010489510489510523,0.75,0.5951190357119042,0.6666666666666666,0.3333333333333333,0.5,-1.0,0.0,2.0
CUST_1005,-2.959930069930057,419.46,66.78170832396147,434.0833333333333,421.71999999999997,0.9715185256287195,-1.7199999999999704,434.49,535.76,-0.38979020979021,10.353333333333333,2.2834999939177187,12.683333333333332,8.35,0.6583442838370566,-4.640000000000001,8.62,15.61,-0.2482517482517472,20.916666666666668,16.484630889272456,19.666666666666668,20.666666666666668,1.0508474576271187,7.0,7.0,46.0,0.006993006993007012,0.5,0.6454972243679028,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,2.0
